Year,Quarter,Month,State,Purpose,Visitor nights
2017,Q3,Jul,NT,Other reason,4
2017,Q3,Aug,NT,Other reason,9
2017,Q3,Sep,NT,Other reason,69
2017,Q4,Oct,NT,Other reason,290
2017,Q4,Nov,NT,Other reason,17
2017,Q4,Dec,NT,Other reason,4
2018,Q1,Jan,NT,Other reason,4
2018,Q1,Feb,NT,Other reason,0
2018,Q1,Mar,NT,Other reason,4
2018,Q2,Apr,NT,Other reason,1
2018,Q2,May,NT,Other reason,7
2018,Q2,Jun,NT,Other reason,18
2018,Q3,Jul,NT,Other reason,7
2018,Q3,Aug,NT,Other reason,2
2018,Q3,Sep,NT,Other reason,126
2018,Q4,Oct,NT,Other reason,19
2018,Q4,Nov,NT,Other reason,3
2018,Q4,Dec,NT,Other reason,1
2019,Q1,Jan,NT,Other reason,0
2019,Q1,Feb,NT,Other reason,2
2019,Q1,Mar,NT,Other reason,51
2019,Q2,Apr,NT,Other reason,9
2019,Q2,May,NT,Other reason,4
2019,Q2,Jun,NT,Other reason,32
2019,Q3,Jul,NT,Other reason,80
2019,Q3,Aug,NT,Other reason,39
2019,Q3,Sep,NT,Other reason,0
2019,Q4,Oct,NT,Other reason,35
2019,Q4,Nov,NT,Other reason,6
2019,Q4,Dec,NT,Other reason,59
1998,Q1,Jan,NT,Visiting friends and relatives,17
1998,Q1,Feb,NT,Visiting friends and relatives,11
1998,Q1,Mar,NT,Visiting friends and relatives,9
1998,Q2,Apr,NT,Visiting friends and relatives,140
1998,Q2,May,NT,Visiting friends and relatives,114
1998,Q2,Jun,NT,Visiting friends and relatives,288
1998,Q3,Jul,NT,Visiting friends and relatives,101
1998,Q3,Aug,NT,Visiting friends and relatives,336
1998,Q3,Sep,NT,Visiting friends and relatives,37
1998,Q4,Oct,NT,Visiting friends and relatives,358
1998,Q4,Nov,NT,Visiting friends and relatives,60
1998,Q4,Dec,NT,Visiting friends and relatives,43
1999,Q1,Jan,NT,Visiting friends and relatives,139
1999,Q1,Feb,NT,Visiting friends and relatives,26
1999,Q1,Mar,NT,Visiting friends and relatives,112
1999,Q2,Apr,NT,Visiting friends and relatives,67
1999,Q2,May,NT,Visiting friends and relatives,63
1999,Q2,Jun,NT,Visiting friends and relatives,169
1999,Q3,Jul,NT,Visiting friends and relatives,124
1999,Q3,Aug,NT,Visiting friends and relatives,112
1999,Q3,Sep,NT,Visiting friends and relatives,110
1999,Q4,Oct,NT,Visiting friends and relatives,33
1999,Q4,Nov,NT,Visiting friends and relatives,14
1999,Q4,Dec,NT,Visiting friends and relatives,12
2000,Q1,Jan,NT,Visiting friends and relatives,337
2000,Q1,Feb,NT,Visiting friends and relatives,36
2000,Q1,Mar,NT,Visiting friends and relatives,9
2000,Q2,Apr,NT,Visiting friends and relatives,58
2000,Q2,May,NT,Visiting friends and relatives,29
2000,Q2,Jun,NT,Visiting friends and relatives,81
2000,Q3,Jul,NT,Visiting friends and relatives,199
2000,Q3,Aug,NT,Visiting friends and relatives,168
2000,Q3,Sep,NT,Visiting friends and relatives,224
2000,Q4,Oct,NT,Visiting friends and relatives,28
2000,Q4,Nov,NT,Visiting friends and relatives,75
2000,Q4,Dec,NT,Visiting friends and relatives,17
2001,Q1,Jan,NT,Visiting friends and relatives,145
2001,Q1,Feb,NT,Visiting friends and relatives,4
2001,Q1,Mar,NT,Visiting friends and relatives,23
2001,Q2,Apr,NT,Visiting friends and relatives,28
2001,Q2,May,NT,Visiting friends and relatives,17
2001,Q2,Jun,NT,Visiting friends and relatives,82
2001,Q3,Jul,NT,Visiting friends and relatives,216
2001,Q3,Aug,NT,Visiting friends and relatives,102
2001,Q3,Sep,NT,Visiting friends and relatives,92
2001,Q4,Oct,NT,Visiting friends and relatives,43
2001,Q4,Nov,NT,Visiting friends and relatives,59
2001,Q4,Dec,NT,Visiting friends and relatives,43
2002,Q1,Jan,NT,Visiting friends and relatives,164
2002,Q1,Feb,NT,Visiting friends and relatives,17
2002,Q1,Mar,NT,Visiting friends and relatives,7
2002,Q2,Apr,NT,Visiting friends and relatives,32
2002,Q2,May,NT,Visiting friends and relatives,89
2002,Q2,Jun,NT,Visiting friends and relatives,24
2002,Q3,Jul,NT,Visiting friends and relatives,328
2002,Q3,Aug,NT,Visiting friends and relatives,84
2002,Q3,Sep,NT,Visiting friends and relatives,56
2002,Q4,Oct,NT,Visiting friends and relatives,190
2002,Q4,Nov,NT,Visiting friends and relatives,21
2002,Q4,Dec,NT,Visiting friends and relatives,20
2003,Q1,Jan,NT,Visiting friends and relatives,71
2003,Q1,Feb,NT,Visiting friends and relatives,106
2003,Q1,Mar,NT,Visiting friends and relatives,93
2003,Q2,Apr,NT,Visiting friends and relatives,181
2003,Q2,May,NT,Visiting friends and relatives,24
2003,Q2,Jun,NT,Visiting friends and relatives,80
2003,Q3,Jul,NT,Visiting friends and relatives,138
2003,Q3,Aug,NT,Visiting friends and relatives,7
2003,Q3,Sep,NT,Visiting friends and relatives,147
2003,Q4,Oct,NT,Visiting friends and relatives,108
2003,Q4,Nov,NT,Visiting friends and relatives,85
2003,Q4,Dec,NT,Visiting friends and relatives,17
2004,Q1,Jan,NT,Visiting friends and relatives,135
2004,Q1,Feb,NT,Visiting friends and relatives,9
2004,Q1,Mar,NT,Visiting friends and relatives,36
2004,Q2,Apr,NT,Visiting friends and relatives,90
2004,Q2,May,NT,Visiting friends and relatives,98
2004,Q2,Jun,NT,Visiting friends and relatives,264
2004,Q3,Jul,NT,Visiting friends and relatives,130
2004,Q3,Aug,NT,Visiting friends and relatives,302
2004,Q3,Sep,NT,Visiting friends and relatives,140
2004,Q4,Oct,NT,Visiting friends and relatives,133
2004,Q4,Nov,NT,Visiting friends and relatives,54
2004,Q4,Dec,NT,Visiting friends and relatives,436
2005,Q1,Jan,NT,Visiting friends and relatives,75
2005,Q1,Feb,NT,Visiting friends and relatives,9
2005,Q1,Mar,NT,Visiting friends and relatives,49
2005,Q2,Apr,NT,Visiting friends and relatives,29
2005,Q2,May,NT,Visiting friends and relatives,194
2005,Q2,Jun,NT,Visiting friends and relatives,116
2005,Q3,Jul,NT,Visiting friends and relatives,262
2005,Q3,Aug,NT,Visiting friends and relatives,279
2005,Q3,Sep,NT,Visiting friends and relatives,80
2005,Q4,Oct,NT,Visiting friends and relatives,38
2005,Q4,Nov,NT,Visiting friends and relatives,30
2005,Q4,Dec,NT,Visiting friends and relatives,38
2006,Q1,Jan,NT,Visiting friends and relatives,40
2006,Q1,Feb,NT,Visiting friends and relatives,331
2006,Q1,Mar,NT,Visiting friends and relatives,64
2006,Q2,Apr,NT,Visiting friends and relatives,113
2006,Q2,May,NT,Visiting friends and relatives,24
2006,Q2,Jun,NT,Visiting friends and relatives,71
2006,Q3,Jul,NT,Visiting friends and relatives,291
2006,Q3,Aug,NT,Visiting friends and relatives,59
2006,Q3,Sep,NT,Visiting friends and relatives,135
2006,Q4,Oct,NT,Visiting friends and relatives,160
2006,Q4,Nov,NT,Visiting friends and relatives,178
2006,Q4,Dec,NT,Visiting friends and relatives,60
2007,Q1,Jan,NT,Visiting friends and relatives,63
2007,Q1,Feb,NT,Visiting friends and relatives,141
2007,Q1,Mar,NT,Visiting friends and relatives,45
2007,Q2,Apr,NT,Visiting friends and relatives,44
2007,Q2,May,NT,Visiting friends and relatives,228
2007,Q2,Jun,NT,Visiting friends and relatives,156
2007,Q3,Jul,NT,Visiting friends and relatives,157
2007,Q3,Aug,NT,Visiting friends and relatives,93
2007,Q3,Sep,NT,Visiting friends and relatives,111
2007,Q4,Oct,NT,Visiting friends and relatives,51
2007,Q4,Nov,NT,Visiting friends and relatives,46
2007,Q4,Dec,NT,Visiting friends and relatives,47
2008,Q1,Jan,NT,Visiting friends and relatives,29
2008,Q1,Feb,NT,Visiting friends and relatives,8
2008,Q1,Mar,NT,Visiting friends and relatives,57
2008,Q2,Apr,NT,Visiting friends and relatives,95
2008,Q2,May,NT,Visiting friends and relatives,112
2008,Q2,Jun,NT,Visiting friends and relatives,96
2008,Q3,Jul,NT,Visiting friends and relatives,172
2008,Q3,Aug,NT,Visiting friends and relatives,276
2008,Q3,Sep,NT,Visiting friends and relatives,41
2008,Q4,Oct,NT,Visiting friends and relatives,110
2008,Q4,Nov,NT,Visiting friends and relatives,42
2008,Q4,Dec,NT,Visiting friends and relatives,10
2009,Q1,Jan,NT,Visiting friends and relatives,145
2009,Q1,Feb,NT,Visiting friends and relatives,22
2009,Q1,Mar,NT,Visiting friends and relatives,33
2009,Q2,Apr,NT,Visiting friends and relatives,84
2009,Q2,May,NT,Visiting friends and relatives,208
2009,Q2,Jun,NT,Visiting friends and relatives,78
2009,Q3,Jul,NT,Visiting friends and relatives,174
2009,Q3,Aug,NT,Visiting friends and relatives,87
2009,Q3,Sep,NT,Visiting friends and relatives,107
2009,Q4,Oct,NT,Visiting friends and relatives,43
2009,Q4,Nov,NT,Visiting friends and relatives,147
2009,Q4,Dec,NT,Visiting friends and relatives,29
2010,Q1,Jan,NT,Visiting friends and relatives,102
2010,Q1,Feb,NT,Visiting friends and relatives,72
2010,Q1,Mar,NT,Visiting friends and relatives,31
2010,Q2,Apr,NT,Visiting friends and relatives,50
2010,Q2,May,NT,Visiting friends and relatives,95
2010,Q2,Jun,NT,Visiting friends and relatives,205
2010,Q3,Jul,NT,Visiting friends and relatives,88
2010,Q3,Aug,NT,Visiting friends and relatives,162
2010,Q3,Sep,NT,Visiting friends and relatives,130
2010,Q4,Oct,NT,Visiting friends and relatives,50
2010,Q4,Nov,NT,Visiting friends and relatives,35
2010,Q4,Dec,NT,Visiting friends and relatives,50
2011,Q1,Jan,NT,Visiting friends and relatives,152
2011,Q1,Feb,NT,Visiting friends and relatives,17
2011,Q1,Mar,NT,Visiting friends and relatives,118
2011,Q2,Apr,NT,Visiting friends and relatives,64
2011,Q2,May,NT,Visiting friends and relatives,45
2011,Q2,Jun,NT,Visiting friends and relatives,83
2011,Q3,Jul,NT,Visiting friends and relatives,163
2011,Q3,Aug,NT,Visiting friends and relatives,272
2011,Q3,Sep,NT,Visiting friends and relatives,78
2011,Q4,Oct,NT,Visiting friends and relatives,77
2011,Q4,Nov,NT,Visiting friends and relatives,94
2011,Q4,Dec,NT,Visiting friends and relatives,27
2012,Q1,Jan,NT,Visiting friends and relatives,175
2012,Q1,Feb,NT,Visiting friends and relatives,35
2012,Q1,Mar,NT,Visiting friends and relatives,119
2012,Q2,Apr,NT,Visiting friends and relatives,44
2012,Q2,May,NT,Visiting friends and relatives,52
2012,Q2,Jun,NT,Visiting friends and relatives,71
2012,Q3,Jul,NT,Visiting friends and relatives,229
2012,Q3,Aug,NT,Visiting friends and relatives,246
2012,Q3,Sep,NT,Visiting friends and relatives,48
2012,Q4,Oct,NT,Visiting friends and relatives,163
2012,Q4,Nov,NT,Visiting friends and relatives,68
2012,Q4,Dec,NT,Visiting friends and relatives,56
2013,Q1,Jan,NT,Visiting friends and relatives,37
2013,Q1,Feb,NT,Visiting friends and relatives,77
2013,Q1,Mar,NT,Visiting friends and relatives,12
2013,Q2,Apr,NT,Visiting friends and relatives,99
2013,Q2,May,NT,Visiting friends and relatives,24
2013,Q2,Jun,NT,Visiting friends and relatives,92
2013,Q3,Jul,NT,Visiting friends and relatives,152
2013,Q3,Aug,NT,Visiting friends and relatives,98
2013,Q3,Sep,NT,Visiting friends and relatives,145
2013,Q4,Oct,NT,Visiting friends and relatives,86
2013,Q4,Nov,NT,Visiting friends and relatives,37
2013,Q4,Dec,NT,Visiting friends and relatives,24
2014,Q1,Jan,NT,Visiting friends and relatives,131
2014,Q1,Feb,NT,Visiting friends and relatives,35
2014,Q1,Mar,NT,Visiting friends and relatives,110
2014,Q2,Apr,NT,Visiting friends and relatives,131
2014,Q2,May,NT,Visiting friends and relatives,109
2014,Q2,Jun,NT,Visiting friends and relatives,236
2014,Q3,Jul,NT,Visiting friends and relatives,241
2014,Q3,Aug,NT,Visiting friends and relatives,401
2014,Q3,Sep,NT,Visiting friends and relatives,40
2014,Q4,Oct,NT,Visiting friends and relatives,51
2014,Q4,Nov,NT,Visiting friends and relatives,98
2014,Q4,Dec,NT,Visiting friends and relatives,20
2015,Q1,Jan,NT,Visiting friends and relatives,52
2015,Q1,Feb,NT,Visiting friends and relatives,101
2015,Q1,Mar,NT,Visiting friends and relatives,43
2015,Q2,Apr,NT,Visiting friends and relatives,95
2015,Q2,May,NT,Visiting friends and relatives,166
2015,Q2,Jun,NT,Visiting friends and relatives,216
2015,Q3,Jul,NT,Visiting friends and relatives,212
2015,Q3,Aug,NT,Visiting friends and relatives,279
2015,Q3,Sep,NT,Visiting friends and relatives,71
2015,Q4,Oct,NT,Visiting friends and relatives,122
2015,Q4,Nov,NT,Visiting friends and relatives,60
2015,Q4,Dec,NT,Visiting friends and relatives,119
2016,Q1,Jan,NT,Visiting friends and relatives,201
2016,Q1,Feb,NT,Visiting friends and relatives,29
2016,Q1,Mar,NT,Visiting friends and relatives,166
2016,Q2,Apr,NT,Visiting friends and relatives,18
2016,Q2,May,NT,Visiting friends and relatives,83
2016,Q2,Jun,NT,Visiting friends and relatives,89
2016,Q3,Jul,NT,Visiting friends and relatives,360
2016,Q3,Aug,NT,Visiting friends and relatives,88
2016,Q3,Sep,NT,Visiting friends and relatives,153
2016,Q4,Oct,NT,Visiting friends and relatives,67
2016,Q4,Nov,NT,Visiting friends and relatives,62
2016,Q4,Dec,NT,Visiting friends and relatives,161
2017,Q1,Jan,NT,Visiting friends and relatives,91
2017,Q1,Feb,NT,Visiting friends and relatives,59
2017,Q1,Mar,NT,Visiting friends and relatives,69
2017,Q2,Apr,NT,Visiting friends and relatives,133
2017,Q2,May,NT,Visiting friends and relatives,113
2017,Q2,Jun,NT,Visiting friends and relatives,87
2017,Q3,Jul,NT,Visiting friends and relatives,214
2017,Q3,Aug,NT,Visiting friends and relatives,355
2017,Q3,Sep,NT,Visiting friends and relatives,311
2017,Q4,Oct,NT,Visiting friends and relatives,143
2017,Q4,Nov,NT,Visiting friends and relatives,70
2017,Q4,Dec,NT,Visiting friends and relatives,78
2018,Q1,Jan,NT,Visiting friends and relatives,195
2018,Q1,Feb,NT,Visiting friends and relatives,44
2018,Q1,Mar,NT,Visiting friends and relatives,51
2018,Q2,Apr,NT,Visiting friends and relatives,127
2018,Q2,May,NT,Visiting friends and relatives,25
2018,Q2,Jun,NT,Visiting friends and relatives,93
2018,Q3,Jul,NT,Visiting friends and relatives,127
2018,Q3,Aug,NT,Visiting friends and relatives,200
2018,Q3,Sep,NT,Visiting friends and relatives,199
2018,Q4,Oct,NT,Visiting friends and relatives,115
2018,Q4,Nov,NT,Visiting friends and relatives,94
2018,Q4,Dec,NT,Visiting friends and relatives,109
2019,Q1,Jan,NT,Visiting friends and relatives,315
2019,Q1,Feb,NT,Visiting friends and relatives,187
2019,Q1,Mar,NT,Visiting friends and relatives,9
2019,Q2,Apr,NT,Visiting friends and relatives,62
2019,Q2,May,NT,Visiting friends and relatives,87
2019,Q2,Jun,NT,Visiting friends and relatives,98
2019,Q3,Jul,NT,Visiting friends and relatives,239
2019,Q3,Aug,NT,Visiting friends and relatives,48
2019,Q3,Sep,NT,Visiting friends and relatives,174
2019,Q4,Oct,NT,Visiting friends and relatives,158
2019,Q4,Nov,NT,Visiting friends and relatives,95
2019,Q4,Dec,NT,Visiting friends and relatives,37
1998,Q1,Jan,QLD,Business,603
1998,Q1,Feb,QLD,Business,601
1998,Q1,Mar,QLD,Business,866
1998,Q2,Apr,QLD,Business,468
1998,Q2,May,QLD,Business,711
1998,Q2,Jun,QLD,Business,1043
1998,Q3,Jul,QLD,Business,799
1998,Q3,Aug,QLD,Business,1401
1998,Q3,Sep,QLD,Business,1178
1998,Q4,Oct,QLD,Business,1142
1998,Q4,Nov,QLD,Business,1085
1998,Q4,Dec,QLD,Business,655
1999,Q1,Jan,QLD,Business,1119
1999,Q1,Feb,QLD,Business,981
1999,Q1,Mar,QLD,Business,650
1999,Q2,Apr,QLD,Business,1433
1999,Q2,May,QLD,Business,1341
1999,Q2,Jun,QLD,Business,943
1999,Q3,Jul,QLD,Business,754
1999,Q3,Aug,QLD,Business,985
1999,Q3,Sep,QLD,Business,922
1999,Q4,Oct,QLD,Business,859
1999,Q4,Nov,QLD,Business,636
1999,Q4,Dec,QLD,Business,636
2000,Q1,Jan,QLD,Business,334
2000,Q1,Feb,QLD,Business,1202
2000,Q1,Mar,QLD,Business,1232
2000,Q2,Apr,QLD,Business,884
2000,Q2,May,QLD,Business,796
2000,Q2,Jun,QLD,Business,681
2000,Q3,Jul,QLD,Business,1022
2000,Q3,Aug,QLD,Business,812
2000,Q3,Sep,QLD,Business,1087
2000,Q4,Oct,QLD,Business,880
2000,Q4,Nov,QLD,Business,1038
2000,Q4,Dec,QLD,Business,800
2001,Q1,Jan,QLD,Business,515
2001,Q1,Feb,QLD,Business,549
2001,Q1,Mar,QLD,Business,704
2001,Q2,Apr,QLD,Business,745
2001,Q2,May,QLD,Business,716
2001,Q2,Jun,QLD,Business,831
2001,Q3,Jul,QLD,Business,940
2001,Q3,Aug,QLD,Business,1108
2001,Q3,Sep,QLD,Business,951
2001,Q4,Oct,QLD,Business,773
2001,Q4,Nov,QLD,Business,1162
2001,Q4,Dec,QLD,Business,725
2002,Q1,Jan,QLD,Business,368
2002,Q1,Feb,QLD,Business,738
2002,Q1,Mar,QLD,Business,883
2002,Q2,Apr,QLD,Business,744
2002,Q2,May,QLD,Business,821
2002,Q2,Jun,QLD,Business,842
2002,Q3,Jul,QLD,Business,764
2002,Q3,Aug,QLD,Business,986
2002,Q3,Sep,QLD,Business,1201
2002,Q4,Oct,QLD,Business,941
2002,Q4,Nov,QLD,Business,742
2002,Q4,Dec,QLD,Business,980
2003,Q1,Jan,QLD,Business,378
2003,Q1,Feb,QLD,Business,1173
2003,Q1,Mar,QLD,Business,671
2003,Q2,Apr,QLD,Business,445
2003,Q2,May,QLD,Business,832
2003,Q2,Jun,QLD,Business,987
2003,Q3,Jul,QLD,Business,691
2003,Q3,Aug,QLD,Business,730
2003,Q3,Sep,QLD,Business,1306
2003,Q4,Oct,QLD,Business,867
2003,Q4,Nov,QLD,Business,1258
2003,Q4,Dec,QLD,Business,318
2004,Q1,Jan,QLD,Business,535
2004,Q1,Feb,QLD,Business,725
2004,Q1,Mar,QLD,Business,910
2004,Q2,Apr,QLD,Business,627
2004,Q2,May,QLD,Business,730
2004,Q2,Jun,QLD,Business,813
2004,Q3,Jul,QLD,Business,1076
2004,Q3,Aug,QLD,Business,1150
2004,Q3,Sep,QLD,Business,887
2004,Q4,Oct,QLD,Business,976
2004,Q4,Nov,QLD,Business,742
2004,Q4,Dec,QLD,Business,532
2005,Q1,Jan,QLD,Business,646
2005,Q1,Feb,QLD,Business,1038
2005,Q1,Mar,QLD,Business,467
2005,Q2,Apr,QLD,Business,630
2005,Q2,May,QLD,Business,910
2005,Q2,Jun,QLD,Business,732
2005,Q3,Jul,QLD,Business,909
2005,Q3,Aug,QLD,Business,1049
2005,Q3,Sep,QLD,Business,1108
2005,Q4,Oct,QLD,Business,1013
2005,Q4,Nov,QLD,Business,798
2005,Q4,Dec,QLD,Business,1687
2006,Q1,Jan,QLD,Business,1067
2006,Q1,Feb,QLD,Business,447
2006,Q1,Mar,QLD,Business,1091
2006,Q2,Apr,QLD,Business,682
2006,Q2,May,QLD,Business,778
2006,Q2,Jun,QLD,Business,943
2006,Q3,Jul,QLD,Business,1171
2006,Q3,Aug,QLD,Business,928
2006,Q3,Sep,QLD,Business,1025
2006,Q4,Oct,QLD,Business,1109
2006,Q4,Nov,QLD,Business,1157
2006,Q4,Dec,QLD,Business,644
2007,Q1,Jan,QLD,Business,463
2007,Q1,Feb,QLD,Business,765
2007,Q1,Mar,QLD,Business,1088
2007,Q2,Apr,QLD,Business,582
2007,Q2,May,QLD,Business,1005
2007,Q2,Jun,QLD,Business,1148
2007,Q3,Jul,QLD,Business,1019
2007,Q3,Aug,QLD,Business,1145
2007,Q3,Sep,QLD,Business,1294
2007,Q4,Oct,QLD,Business,1034
2007,Q4,Nov,QLD,Business,696
2007,Q4,Dec,QLD,Business,527
2008,Q1,Jan,QLD,Business,337
2008,Q1,Feb,QLD,Business,778
2008,Q1,Mar,QLD,Business,1107
2008,Q2,Apr,QLD,Business,614
2008,Q2,May,QLD,Business,1044
2008,Q2,Jun,QLD,Business,592
2008,Q3,Jul,QLD,Business,934
2008,Q3,Aug,QLD,Business,901
2008,Q3,Sep,QLD,Business,724
2008,Q4,Oct,QLD,Business,793
2008,Q4,Nov,QLD,Business,770
2008,Q4,Dec,QLD,Business,1059
2009,Q1,Jan,QLD,Business,507
2009,Q1,Feb,QLD,Business,454
2009,Q1,Mar,QLD,Business,784
2009,Q2,Apr,QLD,Business,668
2009,Q2,May,QLD,Business,602
2009,Q2,Jun,QLD,Business,1008
2009,Q3,Jul,QLD,Business,1229
2009,Q3,Aug,QLD,Business,727
2009,Q3,Sep,QLD,Business,965
2009,Q4,Oct,QLD,Business,901
2009,Q4,Nov,QLD,Business,941
2009,Q4,Dec,QLD,Business,727
2010,Q1,Jan,QLD,Business,883
2010,Q1,Feb,QLD,Business,921
2010,Q1,Mar,QLD,Business,867
2010,Q2,Apr,QLD,Business,557
2010,Q2,May,QLD,Business,887
2010,Q2,Jun,QLD,Business,935
2010,Q3,Jul,QLD,Business,1472
2010,Q3,Aug,QLD,Business,1131
2010,Q3,Sep,QLD,Business,975
2010,Q4,Oct,QLD,Business,1079
2010,Q4,Nov,QLD,Business,759
2010,Q4,Dec,QLD,Business,810
2011,Q1,Jan,QLD,Business,596
2011,Q1,Feb,QLD,Business,866
2011,Q1,Mar,QLD,Business,436
2011,Q2,Apr,QLD,Business,806
2011,Q2,May,QLD,Business,1085
2011,Q2,Jun,QLD,Business,831
2011,Q3,Jul,QLD,Business,1466
2011,Q3,Aug,QLD,Business,1387
2011,Q3,Sep,QLD,Business,1461
2011,Q4,Oct,QLD,Business,1325
2011,Q4,Nov,QLD,Business,579
2011,Q4,Dec,QLD,Business,366
2012,Q1,Jan,QLD,Business,437
2012,Q1,Feb,QLD,Business,887
2012,Q1,Mar,QLD,Business,895
2012,Q2,Apr,QLD,Business,1086
2012,Q2,May,QLD,Business,538
2012,Q2,Jun,QLD,Business,1324
2012,Q3,Jul,QLD,Business,1170
2012,Q3,Aug,QLD,Business,950
2012,Q3,Sep,QLD,Business,835
2012,Q4,Oct,QLD,Business,866
2012,Q4,Nov,QLD,Business,1030
2012,Q4,Dec,QLD,Business,486
2013,Q1,Jan,QLD,Business,711
2013,Q1,Feb,QLD,Business,856
2013,Q1,Mar,QLD,Business,980
2013,Q2,Apr,QLD,Business,653
2013,Q2,May,QLD,Business,1142
2013,Q2,Jun,QLD,Business,1258
2013,Q3,Jul,QLD,Business,1013
2013,Q3,Aug,QLD,Business,1258
2013,Q3,Sep,QLD,Business,1015
2013,Q4,Oct,QLD,Business,995
2013,Q4,Nov,QLD,Business,796
2013,Q4,Dec,QLD,Business,665
2014,Q1,Jan,QLD,Business,665
2014,Q1,Feb,QLD,Business,995
2014,Q1,Mar,QLD,Business,1019
2014,Q2,Apr,QLD,Business,784
2014,Q2,May,QLD,Business,1367
2014,Q2,Jun,QLD,Business,1249
2014,Q3,Jul,QLD,Business,1238
2014,Q3,Aug,QLD,Business,1363
2014,Q3,Sep,QLD,Business,1469
2014,Q4,Oct,QLD,Business,1559
2014,Q4,Nov,QLD,Business,1332
2014,Q4,Dec,QLD,Business,1206
2015,Q1,Jan,QLD,Business,820
2015,Q1,Feb,QLD,Business,1280
2015,Q1,Mar,QLD,Business,1017
2015,Q2,Apr,QLD,Business,1024
2015,Q2,May,QLD,Business,1317
2015,Q2,Jun,QLD,Business,1520
2015,Q3,Jul,QLD,Business,1178
2015,Q3,Aug,QLD,Business,978
2015,Q3,Sep,QLD,Business,1656
2015,Q4,Oct,QLD,Business,1240
2015,Q4,Nov,QLD,Business,1375
2015,Q4,Dec,QLD,Business,1013
2016,Q1,Jan,QLD,Business,790
2016,Q1,Feb,QLD,Business,1309
2016,Q1,Mar,QLD,Business,1411
2016,Q2,Apr,QLD,Business,1039
2016,Q2,May,QLD,Business,1327
2016,Q2,Jun,QLD,Business,1262
2016,Q3,Jul,QLD,Business,1271
2016,Q3,Aug,QLD,Business,1139
2016,Q3,Sep,QLD,Business,1489
2016,Q4,Oct,QLD,Business,1639
2016,Q4,Nov,QLD,Business,1889
2016,Q4,Dec,QLD,Business,1136
2017,Q1,Jan,QLD,Business,786
2017,Q1,Feb,QLD,Business,992
2017,Q1,Mar,QLD,Business,1013
2017,Q2,Apr,QLD,Business,945
2017,Q2,May,QLD,Business,1221
2017,Q2,Jun,QLD,Business,1546
2017,Q3,Jul,QLD,Business,1619
2017,Q3,Aug,QLD,Business,1738
2017,Q3,Sep,QLD,Business,1849
2017,Q4,Oct,QLD,Business,1356
2017,Q4,Nov,QLD,Business,1620
2017,Q4,Dec,QLD,Business,1603
2018,Q1,Jan,QLD,Business,1276
2018,Q1,Feb,QLD,Business,1471
2018,Q1,Mar,QLD,Business,1102
2018,Q2,Apr,QLD,Business,1704
2018,Q2,May,QLD,Business,2218
2018,Q2,Jun,QLD,Business,2012
2018,Q3,Jul,QLD,Business,1561
2018,Q3,Aug,QLD,Business,1472
2018,Q3,Sep,QLD,Business,1621
2018,Q4,Oct,QLD,Business,2097
2018,Q4,Nov,QLD,Business,1961
2018,Q4,Dec,QLD,Business,1475
2019,Q1,Jan,QLD,Business,1313
2019,Q1,Feb,QLD,Business,1295
2019,Q1,Mar,QLD,Business,2256
2019,Q2,Apr,QLD,Business,2673
2019,Q2,May,QLD,Business,2119
2019,Q2,Jun,QLD,Business,2046
2019,Q3,Jul,QLD,Business,2046
2019,Q3,Aug,QLD,Business,1630
2019,Q3,Sep,QLD,Business,1872
2019,Q4,Oct,QLD,Business,1871
2019,Q4,Nov,QLD,Business,2091
2019,Q4,Dec,QLD,Business,1349
1998,Q1,Jan,QLD,Holiday,5243
1998,Q1,Feb,QLD,Holiday,1739
1998,Q1,Mar,QLD,Holiday,2056
1998,Q2,Apr,QLD,Holiday,2583
1998,Q2,May,QLD,Holiday,1857
1998,Q2,Jun,QLD,Holiday,1878
1998,Q3,Jul,QLD,Holiday,3276
1998,Q3,Aug,QLD,Holiday,3825
1998,Q3,Sep,QLD,Holiday,4745
1998,Q4,Oct,QLD,Holiday,4135
1998,Q4,Nov,QLD,Holiday,2450
1998,Q4,Dec,QLD,Holiday,1951
1999,Q1,Jan,QLD,Holiday,5992
1999,Q1,Feb,QLD,Holiday,1918
1999,Q1,Mar,QLD,Holiday,2136
1999,Q2,Apr,QLD,Holiday,3349
1999,Q2,May,QLD,Holiday,2340
1999,Q2,Jun,QLD,Holiday,2529
1999,Q3,Jul,QLD,Holiday,3199
1999,Q3,Aug,QLD,Holiday,4219
1999,Q3,Sep,QLD,Holiday,5582
1999,Q4,Oct,QLD,Holiday,4328
1999,Q4,Nov,QLD,Holiday,3041
1999,Q4,Dec,QLD,Holiday,2552
2000,Q1,Jan,QLD,Holiday,6058
2000,Q1,Feb,QLD,Holiday,1879
2000,Q1,Mar,QLD,Holiday,2149
2000,Q2,Apr,QLD,Holiday,3281
2000,Q2,May,QLD,Holiday,2627
2000,Q2,Jun,QLD,Holiday,2675
2000,Q3,Jul,QLD,Holiday,3575
2000,Q3,Aug,QLD,Holiday,2899
2000,Q3,Sep,QLD,Holiday,4542
2000,Q4,Oct,QLD,Holiday,3953
2000,Q4,Nov,QLD,Holiday,2946
2000,Q4,Dec,QLD,Holiday,2432
2001,Q1,Jan,QLD,Holiday,5446
2001,Q1,Feb,QLD,Holiday,2408
2001,Q1,Mar,QLD,Holiday,1714
